SEK,NOK,1.0
SEK,DKK,0.65
SEK,EUR,0.088
SEK,USD,0.096
SEK,RSD,10.26
SEK,SEK,1.0
DKK,NOK,1.53
DKK,SEK,1.53
DKK,EUR,0.13
DKK,USD,0.15
DKK,RSD,15.69
DKK,DKK,1.0
EUR,NOK,11.43
EUR,SEK,11.4
EUR,DKK,7.46
EUR,USD,1.09
EUR,RSD,117.21
EUR,EUR,1.0
USD,NOK,10.46
USD,SEK,10.46
USD,DKK,6.84
USD,EUR,0.92
USD,RSD,107.38
USD,USD,1.0
RSD,NOK,0.097
RSD,SEK,0.097
RSD,DKK,0.064
RSD,EUR,0.0085
RSD,USD,0.0093
RSD,RSD,1.0
NOK,SEK,0.99
NOK,DKK,0.65
NOK,EUR,0.087
NOK,USD,0.095
NOK,RSD,10.25
NOK,NOK,1.0
